name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Imani Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1166GR-1.jpg,"Fun and funky, the Imani Collection will add vibrant accent to your home’s modern
décor. Offered in 5 velvet options – red, gray, green, yellow and orange – this retroinspired
accent chair is sure to draw attention. Dark brown finished wood legs, button
accent and contoured shape lend to the unique styling of the collection.",1166GR-1,seating,,"",1166GR-1,73.0,"Accent Chair, Green",25.25 x 27.25 x 33.5H
Imani Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1166GY-1.jpg,"Fun and funky, the Imani Collection will add vibrant accent to your home’s modern
décor. Offered in 5 velvet options – red, gray, green, yellow and orange – this retroinspired
accent chair is sure to draw attention. Dark brown finished wood legs, button
accent and contoured shape lend to the unique styling of the collection.",1166GY-1,seating,,"",1166GY-1,73.0,"Accent Chair, Gray",25.25 x 27.25 x 33.5H
Imani Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1166RD-1.jpg,"Fun and funky, the Imani Collection will add vibrant accent to your home’s modern
décor. Offered in 5 velvet options – red, gray, green, yellow and orange – this retroinspired
accent chair is sure to draw attention. Dark brown finished wood legs, button
accent and contoured shape lend to the unique styling of the collection.",1166RD-1,seating,,"",1166RD-1,73.0,"Accent Chair, Red",25.25 x 27.25 x 33.5H
Imani Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1166RN-1.jpg,"Fun and funky, the Imani Collection will add vibrant accent to your home’s modern
décor. Offered in 5 velvet options – red, gray, green, yellow and orange – this retroinspired
accent chair is sure to draw attention. Dark brown finished wood legs, button
accent and contoured shape lend to the unique styling of the collection.",1166RN-1,seating,,"",1166RN-1,73.0,"Accent Chair, Orange",25.25 x 27.25 x 33.5H
Imani Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1166YW-1.jpg,"Fun and funky, the Imani Collection will add vibrant accent to your home’s modern
décor. Offered in 5 velvet options – red, gray, green, yellow and orange – this retroinspired
accent chair is sure to draw attention. Dark brown finished wood legs, button
accent and contoured shape lend to the unique styling of the collection.",1166YW-1,seating,,"",1166YW-1,73.0,"Accent Chair, Yellow",25.25 x 27.25 x 33.5H
Paighton Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1167BE-1.jpg,"Accenting the modern-traditional aesthetic of your home is the Paighton Collection. The collection
is offered in three linen-like fabrics – beige, blue and gray – each featuring button tufting and
nailhead trim for classic accent to the contoured profile. The wood legs feature a dark brown finish
that furthers the timeless look of the Paighton Collection.",1167BE-1,seating,,"",1167BE-1,105.0,"Accent Chair, Beige",26 x 30.25 x 36H
Paighton Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1167BU-1.jpg,"Accenting the modern-traditional aesthetic of your home is the Paighton Collection. The collection
is offered in three linen-like fabrics – beige, blue and gray – each featuring button tufting and
nailhead trim for classic accent to the contoured profile. The wood legs feature a dark brown finish
that furthers the timeless look of the Paighton Collection.",1167BU-1,seating,,"",1167BU-1,105.0,"Accent Chair, Blue",26 x 30.25 x 36H
Paighton Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1167GY-1.jpg,"Accenting the modern-traditional aesthetic of your home is the Paighton Collection. The collection
is offered in three linen-like fabrics – beige, blue and gray – each featuring button tufting and
nailhead trim for classic accent to the contoured profile. The wood legs feature a dark brown finish
that furthers the timeless look of the Paighton Collection.",1167GY-1,seating,,"",1167GY-1,105.0,"Accent Chair, Gray",26 x 30.25 x 36H
Mentor Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1185BE-1.jpg,"The modern profile of the Mentor Collection lends stylish and functional accent to your home’s décor. The swivel mounted seat sits atop narrow-set wood legs creating a unique profile. For versatility in decorative placement the Mentor Collection is offered in four colors– Blue, Beige, Dark Grey and Brown.",1185BE-1,seating,,"",1185BE-1,105.0,"Swivel Chair, Beige",28 x 32 x 38H
Mentor Collection,https://homelegance.s3.us-west-1.amazonaws.com/Images_MidRes_For%20Customer%20Advertisement/1185BR-1.jpg,"The modern profile of the Mentor Collection lends stylish and functional accent to your home’s décor. The swivel mounted seat sits atop narrow-set wood legs creating a unique profile. For versatility in decorative placement the Mentor Collection is offered in four colors– Blue, Beige, Dark Grey and Brown.",1185BR-1,seating,,"",1185BR-1,105.0,"Swivel Chair, Brown",28 x 32 x 38H
