name,images,description,number,category,id,sub_categories,product_item_1_number,product_item_1_price,product_item_1_description,product_item_1_dimensions,product_item_2_number,product_item_2_price,product_item_2_description,product_item_2_dimensions,product_item_3_number,product_item_3_price,product_item_3_description,product_item_3_dimensions,product_item_4_number,product_item_4_price,product_item_4_description,product_item_4_dimensions,product_item_5_number,product_item_5_price,product_item_5_description,product_item_5_dimensions,product_item_6_number,product_item_6_price,product_item_6_description,product_item_6_dimensions,product_item_7_number,product_item_7_price,product_item_7_description,product_item_7_dimensions,product_item_8_number,product_item_8_price,product_item_8_description,product_item_8_dimensions,product_item_9_number,product_item_9_price,product_item_9_description,product_item_9_dimensions,product_item_10_number,product_item_10_price,product_item_10_description,product_item_10_dimensions,product_item_11_number,product_item_11_price,product_item_11_description,product_item_11_dimensions
Therese Collection,"https://homelegance.com/u/HMLG/20180130/98199963baac417bbf33dc4d0a472e45.jpg, https://homelegance.com/u/HMLG/20180130/0dc608bececa4f04bd30e45ea578f4d1.jpg, https://homelegance.com/u/HMLG/20180130/8c9f0b6094534d99ba7a211c19d3fa78.jpg, https://homelegance.com/u/HMLG/20181031/d148de7a21ce463285f38e5d5179781d.jpg, https://homelegance.com/u/HMLG/20180130/ebf401b22d7f44aeae1c2e038009e9f1.jpg, https://homelegance.com/u/HMLG/20180130/ebe982faaedc4eb9bf5c6ac3c11a658c.jpg, https://homelegance.com/u/HMLG/20180130/32a6527b449546b19f5d23e5ae1f7120.jpg, https://homelegance.com/u/HMLG/20180615/f72decc636dd4fe09af9d91da7fa9016.jpg, https://homelegance.com/u/HMLG/20180130/274def8729ed4c98bf730e4524e4a981.jpg","The fabric covering of the Therese Collection is offered in five colors – Blue, Orange, Chocolate, Gray, and Red – that blended with nailhead accent and clean lines, creates a look that compliment your home decor. Whether used for sleeping or relaxing, the clean-line daybed design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",4969CH*,youth,,,4969CH*,155,"Daybed with Trundle, Chocolate",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Therese Collection,"https://homelegance.com/u/HMLG/20180130/b04b67ee826a41c1b531525af5ab5d93.jpg, https://homelegance.com/u/HMLG/20180130/c7e0bd7a0cc74270ad72eab7f5fb98ac.jpg, https://homelegance.com/u/HMLG/20180130/c739fd6f40dc40858cba6d3bb8f9c28b.jpg, https://homelegance.com/u/HMLG/20181031/e2817cb5924248328756793520054fd6.jpg, https://homelegance.com/u/HMLG/20180130/be1ea73861034d7ca648c733ab35d65a.jpg, https://homelegance.com/u/HMLG/20180130/dc58982509c34b6fac984f8c1c6d8938.jpg, https://homelegance.com/u/HMLG/20180130/7b7fd0f27ba44d2595768e605ba8a1cc.jpg, https://homelegance.com/u/HMLG/20181031/5f106de1f62b468babb77e688ce67f0b.jpg, https://homelegance.com/u/HMLG/20180130/bed52e59bd0541eeae822ab4e30c2807.jpg","The fabric covering of the Therese Collection is offered in five colors – Blue, Orange, Chocolate, Gray, and Red – that blended with nailhead accent and clean lines, creates a look that compliment your home decor. Whether used for sleeping or relaxing, the clean-line daybed design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",4969RD*,youth,,,4969RD*,155,"Daybed with Trundle, Red",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Therese Collection,"https://homelegance.com/u/HMLG/20180130/dd9a4da8990b494c97b8ada400d49be9.jpg, https://homelegance.com/u/HMLG/20180130/f9bdc6d2a47f425d9488d1013a2a469c.jpg, https://homelegance.com/u/HMLG/20180130/6bb5168f21f6478da96e91a8da620aea.jpg, https://homelegance.com/u/HMLG/20181031/bab9a89307f548f481e237b97bb268aa.jpg, https://homelegance.com/u/HMLG/20180130/3a2f348ecd0d411c98ea2638dc0444fa.jpg, https://homelegance.com/u/HMLG/20180130/2504ad26e30f43169f5f9d782e5cac23.jpg, https://homelegance.com/u/HMLG/20180130/f43dc8dc7cbc469f8bac3089ff889d43.jpg, https://homelegance.com/u/HMLG/20181031/991b10fbe00641c5863849a0914b47e4.jpg, https://homelegance.com/u/HMLG/20180130/ba5d305616cb4c54a853d582fea12492.jpg","The fabric covering of the Therese Collection is offered in five colors – Blue, Orange, Chocolate, Gray, and Red – that blended with nailhead accent and clean lines, creates a look that compliment your home decor. Whether used for sleeping or relaxing, the clean-line daybed design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",4969RN*,youth,,,4969RN*,155,"Daybed with Trundle, Orange",Daybed: 82 x 41 x 36.25H Trundle: 76 x 40 x 11.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfrey Collection,"https://homelegance.com/u/HMLG/20180130/d7658ddc48f14ad8bbd8fad91c2e1c40.jpg, https://homelegance.com/u/HMLG/20180130/c596d5dd21e84eeba480753da7543f59.jpg","Comfrey Collection blended with nailhead accent, camel-back profile, and gray fabric covering, creates a look that will compliment your home decor. Whether used for sleeping or relaxing, the design of the daybed allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",4972*,youth,,,4972*,185,Daybed with Trundle,Daybed: 82 x 41 x 36.5H Trundle: 75.5 x 40.25 x 11.75H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trill Collection,"https://homelegance.com/u/HMLG/20180130/33244f9adf2d479a9937b29603b43c0a.jpg, https://homelegance.com/u/HMLG/20180130/29e7697ee0984fa78525811dc967e0a8.jpg, https://homelegance.com/u/HMLG/20180130/f7a99a587a7d4c6590568f9d0c29c22b.jpg, https://homelegance.com/u/HMLG/20180130/ccbe64ccac3c439ab2100630cf33c9f0.jpg, https://homelegance.com/u/HMLG/20180130/d67c12579d4447adb300b0271d5d746d.jpg","The glamorous look of the Trill Collection allows inner diva to shine. Silver textured vinyl is accented with nailhead and crystal button tufting while modern traditional lines create a classic profile for your bedroom. Whether used for sleeping or relaxing, the daybed’s design allows for placement in a number of room sizes and configurations, while the under-bed trundle pulls out to accommodate your additional sleep space needs.",4974*,youth,,,4974*,275,Daybed with Trundle,Daybed: 84.5 x 41 x 35.5H Trundle: 75.5 x 40.25 x 11.75H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arin Collection,"https://homelegance.com/u/HMLG/20180831/a171f6b91aad4f3fbf8b3a50dfccb5e8.jpg, https://homelegance.com/u/HMLG/20180831/21b995594b9445e9b451acba07fd127d.jpg, https://homelegance.com/u/HMLG/20180831/22169937025c476382950493f5012abc.jpg, https://homelegance.com/u/HMLG/20180831/a64957d53a604292a05ea1d4d5468b14.jpg","Daybeds create a platform which allows for both sleep and relaxation, creating a welcoming environment in your chosen setting. The Arin Collection feature a streamlined profile covered in black bi-cast vinyl for neutral flexibility for your decorative preferences.",4979BK,youth,,,4979BK,119,Daybed,80.75 X 42.5 X 30.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olney Collection,"https://homelegance.com/u/HMLG/20181220/590a5d0c38a24bdbb9756a0e33220cf9.jpg, https://homelegance.com/u/HMLG/20181220/555e8bdb4eb244af9b442cdaf8cefc72.jpg, https://homelegance.com/u/HMLG/20181220/8e81e49e73d34813bf03f5a8849b0ea8.jpg, https://homelegance.com/u/HMLG/20181220/32a655ece9a14160bcdf1a8cda56c853.jpg, https://homelegance.com/u/HMLG/20181220/781a757908af4a2499a46de468f63445.jpg, https://homelegance.com/u/HMLG/20181220/aec43aaab4d94b73bb2170cfc3768ad1.jpg","Designed for your modest dining space, the Olney Collection provides a stylish and functional
surface for your mealtime needs. Offered in two convenient table heights, this five-piece
packed collection is available in both dining and counter height. The metal table base rises to
support the faux marble fixed tabletop. Vertical accents grace the table apron and the top rails
of the dark brown bi-cast vinyl covered dining height and 24-inch height chairs.",5275-36,dining,,,5275-36,145,"5-Piece Pack Counter Height Dinette Set, Faux Marble Top",Table: 40 x 40 x 36H Chair: 17.75 x 19.5 x 40.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vermillion Collection,"https://homelegance.com/u/HMLG/20180831/c5736db08669491a92308cf9326cdcc1.jpg, https://homelegance.com/u/HMLG/20181114/f40388ce4f004092aaef29716cacc9b7.jpg, https://homelegance.com/u/HMLG/20181114/383317b506d348a586c34a671ec0866d.jpg, https://homelegance.com/u/HMLG/20181114/d8e569767ef640708f59dea2382848ec.jpg, https://homelegance.com/u/HMLG/20181114/26b4ca5df4824786b7e5ab8895bb6e60.jpg, https://homelegance.com/u/HMLG/20181114/5e563f78dbe8430eb0f37e7999320da6.jpg, https://homelegance.com/u/HMLG/20180831/1e6886bbada74a82a3e5670cbcff7e8d.jpg, https://homelegance.com/u/HMLG/20181114/912cb1b9f804431da5ba05782f94bb76.jpg, https://homelegance.com/u/HMLG/20181114/8446df74e3a94d8697ff55e2c81f242c.jpg, https://homelegance.com/u/HMLG/20181114/987a7e132b0345a8b10c3f4710f2f545.jpg, https://homelegance.com/u/HMLG/20181114/066e7deca2e24218a4d3ea29f0a00dbb.jpg, https://homelegance.com/u/HMLG/20181114/6a963efc9ddc461086dc85d2726490c5.jpg, https://homelegance.com/u/HMLG/20181114/2efeb8aca9d8477ab6440dcb15445897.jpg, https://homelegance.com/u/HMLG/20181114/67fba698e7ef49b6a65207892c9d5678.jpg, https://homelegance.com/u/HMLG/20181114/bdf16fe907ee44a5a44d03412331eeb1.jpg, https://homelegance.com/u/HMLG/20181114/b6a51f32bab44bee948ad82aecf8b9e0.jpg, https://homelegance.com/u/HMLG/20181114/c8cbdfec61174a97aa260667d8f58e5d.jpg","Designed for the modern traditional home, the Vermillion Collection is a light and airy take on the themes of classic style and refined elegance. Enhancing the distinct grain of oak veneer is a subtle bisque finish. Neutral-tone button-tufted fabric covers the host and side chairs of the collection, each adorned with nailhead accent and coordinating wood legs. The trestle base of the table provides solid support and unique decorative touch. Storage space comes in the form of the accompanying server that features elegant framing over the antiqued mirror doors.",5442-96*,dining,,Dining Sets,5442-96*,299,Dining Table,42 x 75.75 - 95.75 x 30H,5442A,89,Arm Chair,26 x 26.5 x 41H,5442S,69,Side Chair,20.25 x 26.25 x 40.5H,5442-40,399,Server with Mirrored Door,60 x 18 x 34H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lordsburg Collection,"https://homelegance.com/u/20180202/5473-54_5473S_5473-40_HP_9441_l1.jpg, https://homelegance.com/u/HMLG/20181023/f7187655e0974cc694ff16c8c41aca25.jpg, https://homelegance.com/u/HMLG/20181023/c056150b5a83420eba75e0d6450b11e7.jpg, https://homelegance.com/u/HMLG/20181023/effc2f62824c4c608497641291ef3067.jpg, https://homelegance.com/u/HMLG/20181023/7fce7559adf545c9baaf196777d4cc72.jpg, https://homelegance.com/u/HMLG/20181023/169c58aa7b1c49d182d23141503884a3.jpg, https://homelegance.com/u/HMLG/20181023/5b5a77222e7f4aa799a60010ffc9c0ae.jpg, https://homelegance.com/u/HMLG/20181023/ab2cddbfd70c411986f8bfb6c77e4b91.jpg, https://homelegance.com/u/HMLG/20181023/07a144da23b24d64afa33a99c24ca792.jpg, https://homelegance.com/u/HMLG/20181023/b7dceaa411b34a4193f5200ec99b2825.jpg, https://homelegance.com/u/HMLG/20181023/6184398b792146009b5ae2b6d4ea65b1.jpg, https://homelegance.com/u/HMLG/20181023/93256ce95d544ee1bc9979c34b79a137.jpg, https://homelegance.com/u/HMLG/20181023/01b282edfe9d4f39b11fab2baf23f848.jpg, https://homelegance.com/u/HMLG/20181023/37e81020484e4932947eb58e44eb6b38.jpg, https://homelegance.com/u/HMLG/20181023/400e33c1c39747a4beafb1bab663a0b2.jpg, https://homelegance.com/u/HMLG/20181023/666eee14e6f749b6b4bc74ce59adc586.jpg",Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the pedestal base is the table’sround top where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection. Heavilycarved molding provides distinct accent to the table’s top while dark brown faux leather covers the seats and backs of thecoordinating wood-framed chairs. The accompanying server provide ample storage space for your tabletop accessories.Elegantly designed for the traditional dining room is the Lordsburg Collection. Supported by the pedestal base is the table’stop where the magnificent parquet veneer is highlighted by the brown cherry finish that covers the collection.,5473-54*,dining,,Dining Sets,5473-54*,179,Round Dining Table,54 Dia x 30H,5473S,55,Side Chair,21 x 25 x 40H,5473-40,299,Server,54 x 18 x 35.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massey Collection,"https://homelegance.com/u/20171106/5491-48_5491A_230_l1.jpg, https://homelegance.com/u/HMLG/20190208/151da66d9fce4f5b8a882ede8fafabc6.jpg, https://homelegance.com/u/HMLG/20190208/94526f786f2b4587a23aec462a057ca8.jpg, https://homelegance.com/u/HMLG/20190208/cb649a11d6e849f0a09f6091decf0119.jpg, https://homelegance.com/u/HMLG/20190208/fdd26347423e4c0fb42d022c942593af.jpg, https://homelegance.com/u/HMLG/20190208/0ad7969ceac3469dbc4935f288e4ad84.jpg","Designed for the more modest of contemporary dining spaces, the Massey Collection will provide big style for the space it occupies.  An intertwined espresso-finished X-base supports a round glass top for maximum style.  Four neutral toned arm chairs provide stylish support while you and guests enjoy a meal and conversation.",5491-42*,dining,,Dining Sets,5491-42*,149,"Round Dining Table, Glass Top",42 Dia x 30H,5491A,,"Arm Chair, Beige Fabric",25 x 24 x 32.5H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitby Collection,"https://homelegance.com/u/HMLG/20181022/e9f2467b7d44496fa2c6c2b9e9cd4ec0.jpg, https://homelegance.com/u/HMLG/20181022/92b9c9c844ec4389bf333d81e583b189.jpg, https://homelegance.com/u/HMLG/20181022/2c34ce76f9f349689a0abf01c13d7c94.jpg, https://homelegance.com/u/HMLG/20181022/b42d75758db54695b444ca8979ce9158.jpg, https://homelegance.com/u/HMLG/20181022/fdd52f1682db4c9884c742de793043d3.jpg, https://homelegance.com/u/HMLG/20181022/266a1158287345e595855396aff8129d.jpg","Styled for the modern transitional home, the Whitby Collection lends classic functionality to your casual dining space. Supporting the table top is a uniquely shaped display base that allows for open storage of your tabletop accessories. Accompanying the table are the wood-framed side chairs that feature dark brown bi-cast vinyl seats and backs.",5617-72,dining,,Dining Sets,5617-72,109,Dining Table,40.25 x 71.5 x 30H,5617S,35,Side Chair,19.25 x 24.5 x 40H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granby Collection,"https://homelegance.com/u/HMLG/20190207/4043d6f8d66b42a187c49d1de507feea.jpg, https://homelegance.com/u/HMLG/20190207/7169705e91484724923475a7834b5a08.jpg, https://homelegance.com/u/HMLG/20190207/756438826fb7495e96dd11c30865bba4.jpg, https://homelegance.com/u/HMLG/20190211/9e3feabcdf6b4678a0066349985d7eba.jpg, https://homelegance.com/u/HMLG/20190207/33436d38777b4f058c10653cc9816897.jpg, https://homelegance.com/u/HMLG/20190207/db8d3f7ad3df4dac9131fb8a45de9432.jpg, https://homelegance.com/u/HMLG/20190211/5d3b07a24a0148a3b5aab9c6062257fd.jpg","Inspired by the aesthetic of a casual country kitchen, the Granby Collection is an inviting gathering
spot for mealtime with family and friends. The collection is offered in two table configurations – one,
a traditional 72-inch dining height leg table with 6 drawers located on the ends and sides of the apron;
the second, a 36-inch counter height with 4 drawers on the apron and storage display shelf base. The
two-tone look of the acacia and pine solids base, finished in antique white, and the elm veneer of the
table’s top, finished in a rosy brown, present as a harmonious combination of color. Also available
for the 72-inch table – side chair, bench and server.",5627NW-36*,dining,,Counter Height Dining Sets,5627NW-36*,205,Counter Height Table,60 x 39.75 x 36H,5627NW-24,46,Counter Height Chair,19 x 23.5 x 42.25H,5627NW-40,289,Server,57.75 x 18 x 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Granby Collection,"https://homelegance.com/u/HMLG/20190207/f15cfb4f666f444baa390ae978807c4f.jpg, https://homelegance.com/u/HMLG/20190207/db0b404769ec4200989dc05e4cbd3e6b.jpg, https://homelegance.com/u/HMLG/20190207/467ba6f014284b2f8f748f3c20e37ad5.jpg, https://homelegance.com/u/HMLG/20190207/271181235e6442daa6fa59ee9a65351c.jpg, https://homelegance.com/u/HMLG/20190211/62b9a5e922ad43918e592c63ef9df8d7.jpg, https://homelegance.com/u/HMLG/20190207/115c625b7345412e89761ec6d7f97690.jpg, https://homelegance.com/u/HMLG/20190207/79a21e68b4ee4e399fba4b1c81829e7f.jpg, https://homelegance.com/u/HMLG/20190207/db4a29a8372745d6b6ba327a1403b959.jpg, https://homelegance.com/u/HMLG/20190207/aad1c4b27874456aa484ed6009234dac.jpg, https://homelegance.com/u/HMLG/20190211/e75f195d70094b62b36989b0c07b01cd.jpg","Inspired by the aesthetic of a casual country kitchen, the Granby Collection is an inviting gathering
spot for mealtime with family and friends. The collection is offered in two table configurations – one,
a traditional 72-inch dining height leg table with 6 drawers located on the ends and sides of the apron;
the second, a 36-inch counter height with 4 drawers on the apron and storage display shelf base. The
two-tone look of the acacia and pine solids base, finished in antique white, and the elm veneer of the
table’s top, finished in a rosy brown, present as a harmonious combination of color. Also available
for the 72-inch table – side chair, bench and server.",5627NW-72,dining,,Dining Sets,5627NW-72,205,Dining Table with 6 Drawers,72 x 40 x 30.75H,5627NWS,41,Side Chair,19 x 24 x 40H,5627NW-13,51,Bench,48 x 16 x 18.5H,5627NW-40,289,Server,57.75 x 18 x 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tannar Collection,"https://homelegance.com/u/HMLG/20181022/61c8178f0eb6468da57c0a4dbcd9678e.jpg, https://homelegance.com/u/HMLG/20181022/364f668ff530450cbe53b23b525c753a.jpg, https://homelegance.com/u/HMLG/20181022/bffc8713c2fc46d6865d401b7904f79d.jpg, https://homelegance.com/u/HMLG/20181022/47a3350a4ccb442aa75b01c91b3269e9.jpg, https://homelegance.com/u/HMLG/20181022/23ece214a68845748bac47809cf59280.jpg, https://homelegance.com/u/HMLG/20181022/f4b2ccee1a074967a8c9dd2ab336e907.jpg, https://homelegance.com/u/HMLG/20181022/680a00e1a8974af4a89771e1177395e3.jpg, https://homelegance.com/u/HMLG/20181022/71316ef9cf934d38b9556153bae4526d.jpg, https://homelegance.com/u/HMLG/20181022/91670db6a2474189b3a9762240bc0438.jpg, https://homelegance.com/u/HMLG/20181022/8c19609f811b4071bcacebabe30fc8f3.jpg, https://homelegance.com/u/HMLG/20181022/67b5174758e24dcea010cfca0df7085a.jpg, https://homelegance.com/u/HMLG/20181022/7bcc07d5d8874140a9745bf57f8f95a6.jpg, https://homelegance.com/u/HMLG/20181022/8f2f13dd94c549b2950fc57c15902d33.jpg, https://homelegance.com/u/HMLG/20181022/df0c4a386d804ebebd34d8d154ea78fc.jpg, https://homelegance.com/u/HMLG/20181022/3f1b853e6b05418ca478638adb3766d1.jpg, https://homelegance.com/u/HMLG/20181022/a6954f2ed49a409db3c27372558b59b3.jpg, https://homelegance.com/u/HMLG/20181022/d4c7b583f5174f32b0f8113810d70cff.jpg, https://homelegance.com/u/HMLG/20181022/f7b11ad973af4dfebaa29172421a39c7.jpg, https://homelegance.com/u/HMLG/20181022/11011449c4ba42ffa7787a1339a14122.jpg, https://homelegance.com/u/HMLG/20181022/be2726cb3651425db47b63766c0b0d79.jpg","Mid-century modern styling inspires the design of the Tannar Collection. The brown finish over beech veneer is perfectly accented by the three available fabric seat colors – beige, grey or orange. Rounded corners flow from the table into the design of the accompanying chairs. Counter height stools are also available to complement your selection allowing for the look of the collection to be used throughout your dining spaces.",5629-75,dining,,Dining Sets,5629-75,129,Dining Table,35.5 x 59 - 74.75 x 29.5H,5629BES,35,"Side Chair, Beige",17 x 21.25 x 32H,5629GYS,35,"Side Chair, Gray",17 x 21.25 x 32H,5629RNS,35,"Side Chair, Orange",17 x 21.25 x 32H,5629BE-24,41,"Counter Height Chair, Beige",19 x 22.75 x 37.25H,5629GY-24,41,"Counter Height Chair, Gray",19 x 22.75 x 37.25H,5629RN-24,41,"Counter Height Chair, Orange",19 x 22.75 x 37.25H,,,,,,,,,,,,,,,,
Standish Collection,"https://homelegance.com/u/HMLG/20190113/d5e01c8c81274de6990a8db525df82f0.jpg, https://homelegance.com/u/HMLG/20190113/c49d07b860ac4038a2e4bfee5ef40828.jpg, https://homelegance.com/u/HMLG/20181129/1060e8002b00468c99c0dd91200f3597.jpg, https://homelegance.com/u/HMLG/20181129/7a181ea110eb48dca02142fd8991dca3.jpg, https://homelegance.com/u/HMLG/20181129/525f86c6e45a49868eee45e095d79c83.jpg, https://homelegance.com/u/HMLG/20181129/b477b03142a44488995a08882066627c.jpg, https://homelegance.com/u/HMLG/20181129/e5fdfca8f5314444bb5d13e1e8ab790c.jpg, https://homelegance.com/u/HMLG/20181129/7ca12c4b941c46c5acf3103f5094b518.jpg, https://homelegance.com/u/HMLG/20190113/f955f1ac42084ce5a2b25bc076870d4a.jpg, https://homelegance.com/u/HMLG/20190113/48886b23a5054e2fb43d21660ee0d34c.jpg, https://homelegance.com/u/HMLG/20190113/6c1cb1d57d604c7a816298d151b40131.jpg, https://homelegance.com/u/HMLG/20181129/80a3d5cabe25460cb05ee4623ea90323.jpg, https://homelegance.com/u/HMLG/20181129/f06b56b0ebc444fd9ea22d364bad025f.jpg, https://homelegance.com/u/HMLG/20181129/d0b1a1a7852f42d1b6ec637baf92f625.jpg, https://homelegance.com/u/HMLG/20181129/f8536432ecff413299e9e3b95c11b456.jpg","The modern aesthetic of your home will serve as the perfect backdrop for placement of the Standish Collection. Gray-finished ash veneer is accentuated by the stainless steel supports of the collection. The rectangular table has the look of continuous leg support, while the round table features a geometric-inspired base. The neutral tone of the fabric seats are complemented by the grey finished wood top rail and wood legs. Providing functional storage support are the available china and server. The china features upper open display shelves and lower behind door storage. Glass-fronted behind door storage and drawers – with metal knob hardware – further the storage capacity of this elegant collection.",5642GY-96*,dining,,Dining Sets,5642GY-96*,347,Dining Table,42 x 78 - 96 x 30H,5642GY-54*,297,Round Dining Table,53.5 Dia x 30H,5642GYS,58,Side Chair,19.5 x 26.75 x 38H,5642GY-40,369,Server,56 x 18 x 36H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
